instance_id,box_id,type_id,length_cm,width_cm,height_cm,vert_axis_allowed,volume_cm3,weight_kg,destination,priority,shipper,stackable
22,13,2,73,65,46,"1,2,3",218270,65.481,C,3,S6,1
22,43,6,80,71,62,"1,2,3",352160,105.648,C,3,S6,1
22,40,6,80,71,62,"1,2,3",352160,105.648,A,1,S1,1
22,76,9,63,63,31,3,123039,36.912,C,3,S6,1
22,1,1,89,78,50,"1,2,3",347100,104.13,B,2,S5,0
22,103,12,101,76,45,"2,3",345420,103.626,A,1,S3,1
22,68,9,63,63,31,3,123039,36.912,A,1,S3,1
22,129,15,72,33,28,"2,3",66528,19.958,B,2,S4,1
22,57,8,72,31,31,"2,3",69192,20.758,A,1,S2,1
22,26,4,66,59,42,"1,2,3",163548,49.064,C,3,S6,1
22,2,1,89,78,50,"1,2,3",347100,104.13,B,2,S5,1
22,96,11,105,72,52,"2,3",393120,117.936,B,2,S4,1
22,117,13,93,73,65,"1,2,3",441285,132.385,C,3,S6,1
22,48,7,60,36,26,"2,3",56160,16.848,C,3,S6,1
22,49,7,60,36,26,"2,3",56160,16.848,B,2,S4,0
22,25,4,66,59,42,"1,2,3",163548,49.064,B,2,S5,1
22,122,14,74,47,42,"1,2,3",146076,43.823,B,2,S4,1
22,79,9,63,63,31,3,123039,36.912,B,2,S4,1
22,28,4,66,59,42,"1,2,3",163548,49.064,B,2,S5,1
22,55,7,60,36,26,"2,3",56160,16.848,B,2,S4,1
22,94,11,105,72,52,"2,3",393120,117.936,B,2,S5,1
22,118,14,74,47,42,"1,2,3",146076,43.823,B,2,S5,1
22,86,10,74,39,23,"2,3",66378,19.913,B,2,S5,1
22,99,12,101,76,45,"2,3",345420,103.626,B,2,S5,1
22,60,8,72,31,31,"2,3",69192,20.758,B,2,S4,1
22,110,13,93,73,65,"1,2,3",441285,132.385,B,2,S4,1
22,47,7,60,36,26,"2,3",56160,16.848,B,2,S4,1
22,111,13,93,73,65,"1,2,3",441285,132.385,B,2,S4,1
22,4,1,89,78,50,"1,2,3",347100,104.13,B,2,S5,1
22,23,3,94,66,39,"2,3",241956,72.587,B,2,S4,1
22,45,7,60,36,26,"2,3",56160,16.848,B,2,S4,1
22,84,10,74,39,23,"2,3",66378,19.913,B,2,S5,0
22,56,8,72,31,31,"2,3",69192,20.758,B,2,S5,1
22,116,13,93,73,65,"1,2,3",441285,132.385,B,2,S5,1
22,72,9,63,63,31,3,123039,36.912,B,2,S5,1
22,16,3,94,66,39,"2,3",241956,72.587,B,2,S5,0
22,88,10,74,39,23,"2,3",66378,19.913,B,2,S5,1
22,33,5,106,93,70,"1,2,3",690060,207.018,B,2,S4,1
22,101,12,101,76,45,"2,3",345420,103.626,B,2,S5,1
22,89,10,74,39,23,"2,3",66378,19.913,B,2,S5,1
22,126,15,72,33,28,"2,3",66528,19.958,B,2,S5,1
22,114,13,93,73,65,"1,2,3",441285,132.385,B,2,S5,1
22,112,13,93,73,65,"1,2,3",441285,132.385,B,2,S5,1
22,37,6,80,71,62,"1,2,3",352160,105.648,B,2,S4,1
23,12,2,115,72,64,"1,2,3",529920,158.976,B,2,S5,0
23,85,12,88,62,41,"2,3",223696,67.109,B,2,S4,0
23,87,13,87,53,21,3,96831,29.049,A,1,S1,1
23,35,5,97,96,46,3,428352,128.506,C,3,S6,1
23,36,5,97,96,46,3,428352,128.506,C,3,S6,1
23,37,5,97,96,46,3,428352,128.506,C,3,S6,1
23,20,3,77,49,25,"2,3",94325,28.297,B,2,S5,1
23,13,2,115,72,64,"1,2,3",529920,158.976,B,2,S5,1
23,84,12,88,62,41,"2,3",223696,67.109,B,2,S4,1
23,6,1,84,81,23,3,156492,46.948,B,2,S5,1
23,70,10,56,47,41,"1,2,3",107912,32.374,C,3,S6,1
23,81,12,88,62,41,"2,3",223696,67.109,B,2,S4,1
23,56,9,118,93,80,"1,2,3",877920,263.376,C,3,S6,1
23,18,3,77,49,25,"2,3",94325,28.297,B,2,S5,1
23,98,14,105,47,28,"2,3",138180,41.454,B,2,S4,0
23,55,8,56,51,49,"1,2,3",139944,41.983,B,2,S4,1
23,2,1,84,81,23,3,156492,46.948,B,2,S4,1
23,19,3,77,49,25,"2,3",94325,28.297,B,2,S5,1
23,68,10,56,47,41,"1,2,3",107912,32.374,A,1,S2,1
23,73,10,56,47,41,"1,2,3",107912,32.374,A,1,S3,1
23,86,13,87,53,21,3,96831,29.049,A,1,S2,1
23,96,14,105,47,28,"2,3",138180,41.454,A,1,S2,1
23,40,5,97,96,46,3,428352,128.506,A,1,S2,1
23,44,6,95,43,25,"2,3",102125,30.637,B,2,S4,1
23,82,12,88,62,41,"2,3",223696,67.109,B,2,S5,0
23,64,10,56,47,41,"1,2,3",107912,32.374,B,2,S4,1
23,45,6,95,43,25,"2,3",102125,30.637,B,2,S4,1
23,25,3,77,49,25,"2,3",94325,28.297,A,1,S2,1
23,39,5,97,96,46,3,428352,128.506,C,3,S6,1
23,108,15,103,68,65,"1,2,3",455260,136.578,C,3,S6,1
23,52,8,56,51,49,"1,2,3",139944,41.983,A,1,S1,1
23,30,4,40,37,22,"1,2,3",32560,9.768,A,1,S3,1
23,80,12,88,62,41,"2,3",223696,67.109,C,3,S6,1
23,63,9,118,93,80,"1,2,3",877920,263.376,A,1,S3,1
23,49,7,90,69,28,3,173880,52.164,C,3,S6,0
23,77,11,78,71,27,3,149526,44.858,A,1,S3,1
23,14,3,77,49,25,"2,3",94325,28.297,B,2,S4,1
23,112,15,103,68,65,"1,2,3",455260,136.578,A,1,S2,1
23,71,10,56,47,41,"1,2,3",107912,32.374,A,1,S1,1
23,113,15,103,68,65,"1,2,3",455260,136.578,C,3,S6,0
23,22,3,77,49,25,"2,3",94325,28.297,C,3,S6,1
23,101,14,105,47,28,"2,3",138180,41.454,A,1,S3,1
23,58,9,118,93,80,"1,2,3",877920,263.376,A,1,S3,1
23,11,2,115,72,64,"1,2,3",529920,158.976,A,1,S2,1
23,89,13,87,53,21,3,96831,29.049,B,2,S4,1
23,90,13,87,53,21,3,96831,29.049,C,3,S6,1
23,105,15,103,68,65,"1,2,3",455260,136.578,C,3,S6,1
23,75,11,78,71,27,3,149526,44.858,C,3,S6,1
23,7,1,84,81,23,3,156492,46.948,C,3,S6,1
23,66,10,56,47,41,"1,2,3",107912,32.374,C,3,S6,1
23,28,4,40,37,22,"1,2,3",32560,9.768,B,2,S4,1
23,29,4,40,37,22,"1,2,3",32560,9.768,B,2,S4,1
23,106,15,103,68,65,"1,2,3",455260,136.578,A,1,S2,1
23,41,5,97,96,46,3,428352,128.506,A,1,S2,1
23,33,4,40,37,22,"1,2,3",32560,9.768,B,2,S4,1
23,46,7,90,69,28,3,173880,52.164,A,1,S2,1
23,107,15,103,68,65,"1,2,3",455260,136.578,B,2,S5,1
23,24,3,77,49,25,"2,3",94325,28.297,B,2,S5,1
23,3,1,84,81,23,3,156492,46.948,B,2,S4,0
23,76,11,78,71,27,3,149526,44.858,C,3,S6,1
23,47,7,90,69,28,3,173880,52.164,B,2,S5,1
23,79,12,88,62,41,"2,3",223696,67.109,B,2,S4,1
23,100,14,105,47,28,"2,3",138180,41.454,C,3,S6,1
23,51,7,90,69,28,3,173880,52.164,A,1,S1,1
23,104,15,103,68,65,"1,2,3",455260,136.578,A,1,S3,1
23,8,2,115,72,64,"1,2,3",529920,158.976,A,1,S2,1
23,62,9,118,93,80,"1,2,3",877920,263.376,A,1,S2,1
23,94,13,87,53,21,3,96831,29.049,A,1,S2,1
23,102,14,105,47,28,"2,3",138180,41.454,A,1,S2,1
23,72,10,56,47,41,"1,2,3",107912,32.374,B,2,S4,1
23,16,3,77,49,25,"2,3",94325,28.297,A,1,S3,1
23,69,10,56,47,41,"1,2,3",107912,32.374,A,1,S1,1
23,34,4,40,37,22,"1,2,3",32560,9.768,A,1,S3,1
23,54,8,56,51,49,"1,2,3",139944,41.983,B,2,S5,1
23,10,2,115,72,64,"1,2,3",529920,158.976,A,1,S1,1
23,50,7,90,69,28,3,173880,52.164,B,2,S5,1
23,116,15,103,68,65,"1,2,3",455260,136.578,B,2,S4,1
23,67,10,56,47,41,"1,2,3",107912,32.374,A,1,S3,0
23,53,8,56,51,49,"1,2,3",139944,41.983,C,3,S6,1
23,5,1,84,81,23,3,156492,46.948,C,3,S6,1
23,1,1,84,81,23,3,156492,46.948,C,3,S6,1
23,103,14,105,47,28,"2,3",138180,41.454,C,3,S6,0
23,91,13,87,53,21,3,96831,29.049,C,3,S6,1
23,97,14,105,47,28,"2,3",138180,41.454,C,3,S6,1
23,115,15,103,68,65,"1,2,3",455260,136.578,B,2,S4,0
23,43,6,95,43,25,"2,3",102125,30.637,C,3,S6,1
23,95,13,87,53,21,3,96831,29.049,C,3,S6,1
23,15,3,77,49,25,"2,3",94325,28.297,A,1,S3,1
23,83,12,88,62,41,"2,3",223696,67.109,A,1,S1,1
23,65,10,56,47,41,"1,2,3",107912,32.374,A,1,S3,1
23,99,14,105,47,28,"2,3",138180,41.454,A,1,S2,1
23,110,15,103,68,65,"1,2,3",455260,136.578,A,1,S3,1
23,111,15,103,68,65,"1,2,3",455260,136.578,A,1,S3,1
23,57,9,118,93,80,"1,2,3",877920,263.376,B,2,S4,1
23,78,11,78,71,27,3,149526,44.858,B,2,S4,1
23,88,13,87,53,21,3,96831,29.049,A,1,S3,1
23,32,4,40,37,22,"1,2,3",32560,9.768,A,1,S2,1
23,114,15,103,68,65,"1,2,3",455260,136.578,C,3,S6,1
23,60,9,118,93,80,"1,2,3",877920,263.376,C,3,S6,1
23,74,10,56,47,41,"1,2,3",107912,32.374,C,3,S6,1
23,27,4,40,37,22,"1,2,3",32560,9.768,B,2,S4,1
23,4,1,84,81,23,3,156492,46.948,A,1,S3,1
23,9,2,115,72,64,"1,2,3",529920,158.976,A,1,S2,1
23,38,5,97,96,46,3,428352,128.506,B,2,S4,1
23,17,3,77,49,25,"2,3",94325,28.297,B,2,S4,1
23,42,5,97,96,46,3,428352,128.506,A,1,S3,1
23,26,3,77,49,25,"2,3",94325,28.297,B,2,S5,1
23,92,13,87,53,21,3,96831,29.049,B,2,S5,1
23,61,9,118,93,80,"1,2,3",877920,263.376,A,1,S3,1
23,23,3,77,49,25,"2,3",94325,28.297,A,1,S3,1
23,31,4,40,37,22,"1,2,3",32560,9.768,A,1,S3,1
23,93,13,87,53,21,3,96831,29.049,A,1,S2,0
23,48,7,90,69,28,3,173880,52.164,A,1,S1,0
23,59,9,118,93,80,"1,2,3",877920,263.376,B,2,S5,1
23,21,3,77,49,25,"2,3",94325,28.297,B,2,S5,1
23,109,15,103,68,65,"1,2,3",455260,136.578,B,2,S4,1
24,68,11,91,51,43,"2,3",199563,59.869,C,3,S6,1
24,46,8,71,68,41,"1,2,3",197948,59.384,C,3,S6,1
24,53,9,83,80,35,3,232400,69.72,B,2,S5,1
24,43,8,71,68,41,"1,2,3",197948,59.384,A,1,S3,1
24,12,2,98,65,62,"1,2,3",394940,118.482,A,1,S2,1
24,86,13,102,88,37,3,332112,99.634,A,1,S2,0
24,13,2,98,65,62,"1,2,3",394940,118.482,A,1,S1,0
24,28,5,99,88,23,3,200376,60.113,B,2,S4,1
24,99,15,83,63,27,3,141183,42.355,B,2,S5,1
24,74,12,99,78,72,"1,2,3",555984,166.795,A,1,S3,1
24,26,4,100,97,64,"1,2,3",620800,186.24,A,1,S3,0
24,37,7,78,54,30,"2,3",126360,37.908,A,1,S2,1
24,45,8,71,68,41,"1,2,3",197948,59.384,A,1,S2,0
24,97,14,97,75,72,"1,2,3",523800,157.14,C,3,S6,1
24,95,14,97,75,72,"1,2,3",523800,157.14,C,3,S6,1
24,58,10,99,55,27,3,147015,44.104,C,3,S6,1
24,44,8,71,68,41,"1,2,3",197948,59.384,A,1,S2,1
24,9,2,98,65,62,"1,2,3",394940,118.482,C,3,S6,1
24,62,10,99,55,27,3,147015,44.104,C,3,S6,0
24,30,5,99,88,23,3,200376,60.113,C,3,S6,1
24,49,8,71,68,41,"1,2,3",197948,59.384,C,3,S6,1
24,81,13,102,88,37,3,332112,99.634,C,3,S6,1
24,57,10,99,55,27,3,147015,44.104,C,3,S6,1
24,92,14,97,75,72,"1,2,3",523800,157.14,C,3,S6,1
24,33,6,106,49,33,"2,3",171402,51.421,C,3,S6,1
24,29,5,99,88,23,3,200376,60.113,A,1,S3,0
24,87,13,102,88,37,3,332112,99.634,B,2,S5,1
24,14,2,98,65,62,"1,2,3",394940,118.482,B,2,S4,1
24,100,15,83,63,27,3,141183,42.355,B,2,S5,1
24,16,3,60,59,46,"1,2,3",162840,48.852,A,1,S3,1
24,55,9,83,80,35,3,232400,69.72,A,1,S3,1
24,105,15,83,63,27,3,141183,42.355,C,3,S6,1
24,85,13,102,88,37,3,332112,99.634,A,1,S3,1
24,71,11,91,51,43,"2,3",199563,59.869,C,3,S6,1
24,96,14,97,75,72,"1,2,3",523800,157.14,C,3,S6,1
24,70,11,91,51,43,"2,3",199563,59.869,B,2,S4,1
24,75,12,99,78,72,"1,2,3",555984,166.795,B,2,S4,1
24,1,1,113,80,29,3,262160,78.648,A,1,S3,1
24,7,1,113,80,29,3,262160,78.648,C,3,S6,1
24,63,10,99,55,27,3,147015,44.104,C,3,S6,1
24,11,2,98,65,62,"1,2,3",394940,118.482,A,1,S1,1
24,34,6,106,49,33,"2,3",171402,51.421,A,1,S2,1
24,39,7,78,54,30,"2,3",126360,37.908,B,2,S5,1
24,25,4,100,97,64,"1,2,3",620800,186.24,C,3,S6,0
24,35,6,106,49,33,"2,3",171402,51.421,A,1,S3,1
24,103,15,83,63,27,3,141183,42.355,C,3,S6,1
24,66,10,99,55,27,3,147015,44.104,A,1,S2,1
24,10,2,98,65,62,"1,2,3",394940,118.482,C,3,S6,1
24,80,13,102,88,37,3,332112,99.634,C,3,S6,1
24,101,15,83,63,27,3,141183,42.355,B,2,S4,1
24,31,5,99,88,23,3,200376,60.113,B,2,S5,1
24,60,10,99,55,27,3,147015,44.104,A,1,S3,1
24,22,4,100,97,64,"1,2,3",620800,186.24,B,2,S5,1
24,56,10,99,55,27,3,147015,44.104,C,3,S6,1
24,51,9,83,80,35,3,232400,69.72,C,3,S6,0
24,91,13,102,88,37,3,332112,99.634,C,3,S6,1
24,69,11,91,51,43,"2,3",199563,59.869,B,2,S4,1
24,65,10,99,55,27,3,147015,44.104,A,1,S3,1
24,90,13,102,88,37,3,332112,99.634,B,2,S5,1
24,98,15,83,63,27,3,141183,42.355,C,3,S6,1
24,59,10,99,55,27,3,147015,44.104,A,1,S2,1
24,72,11,91,51,43,"2,3",199563,59.869,A,1,S2,1
24,41,7,78,54,30,"2,3",126360,37.908,A,1,S1,1
24,52,9,83,80,35,3,232400,69.72,A,1,S3,1
24,40,7,78,54,30,"2,3",126360,37.908,A,1,S2,1
24,82,13,102,88,37,3,332112,99.634,A,1,S2,1
24,64,10,99,55,27,3,147015,44.104,A,1,S2,1
24,4,1,113,80,29,3,262160,78.648,A,1,S3,1
24,78,12,99,78,72,"1,2,3",555984,166.795,A,1,S2,1
24,15,2,98,65,62,"1,2,3",394940,118.482,B,2,S5,1
24,47,8,71,68,41,"1,2,3",197948,59.384,B,2,S4,1
24,24,4,100,97,64,"1,2,3",620800,186.24,B,2,S5,1
24,88,13,102,88,37,3,332112,99.634,B,2,S5,1
24,89,13,102,88,37,3,332112,99.634,A,1,S1,1
24,76,12,99,78,72,"1,2,3",555984,166.795,A,1,S2,1
24,93,14,97,75,72,"1,2,3",523800,157.14,B,2,S5,1
24,79,12,99,78,72,"1,2,3",555984,166.795,A,1,S3,1
24,21,3,60,59,46,"1,2,3",162840,48.852,A,1,S3,1
24,54,9,83,80,35,3,232400,69.72,B,2,S5,1
24,48,8,71,68,41,"1,2,3",197948,59.384,B,2,S4,1
24,38,7,78,54,30,"2,3",126360,37.908,B,2,S4,1
24,27,4,100,97,64,"1,2,3",620800,186.24,B,2,S5,0
24,77,12,99,78,72,"1,2,3",555984,166.795,A,1,S3,1
24,8,2,98,65,62,"1,2,3",394940,118.482,B,2,S5,1
24,5,1,113,80,29,3,262160,78.648,B,2,S5,1
24,102,15,83,63,27,3,141183,42.355,B,2,S4,1
24,18,3,60,59,46,"1,2,3",162840,48.852,B,2,S5,1
24,20,3,60,59,46,"1,2,3",162840,48.852,B,2,S4,1
24,67,11,91,51,43,"2,3",199563,59.869,B,2,S5,1
24,17,3,60,59,46,"1,2,3",162840,48.852,A,1,S2,1
24,2,1,113,80,29,3,262160,78.648,B,2,S4,1
24,73,12,99,78,72,"1,2,3",555984,166.795,A,1,S2,1
24,23,4,100,97,64,"1,2,3",620800,186.24,B,2,S5,1
24,32,5,99,88,23,3,200376,60.113,B,2,S4,1
24,19,3,60,59,46,"1,2,3",162840,48.852,B,2,S4,1
24,6,1,113,80,29,3,262160,78.648,B,2,S5,1
24,42,8,71,68,41,"1,2,3",197948,59.384,B,2,S5,0
24,104,15,83,63,27,3,141183,42.355,A,1,S3,1
24,94,14,97,75,72,"1,2,3",523800,157.14,A,1,S2,1
24,36,7,78,54,30,"2,3",126360,37.908,A,1,S3,1
24,3,1,113,80,29,3,262160,78.648,A,1,S1,1
24,61,10,99,55,27,3,147015,44.104,B,2,S5,1
24,50,8,71,68,41,"1,2,3",197948,59.384,A,1,S1,1
24,83,13,102,88,37,3,332112,99.634,A,1,S2,1
24,84,13,102,88,37,3,332112,99.634,B,2,S5,1
25,123,14,70,61,40,"1,2,3",170800,51.24,A,1,S1,1
25,75,8,91,87,25,3,197925,59.377,A,1,S3,1
25,34,3,70,67,42,"1,2,3",196980,59.094,A,1,S1,1
25,71,8,91,87,25,3,197925,59.377,A,1,S1,1
25,74,8,91,87,25,3,197925,59.377,C,3,S6,1
25,119,13,117,54,48,"2,3",303264,90.979,B,2,S4,1
25,81,9,67,51,47,"1,2,3",160599,48.18,B,2,S4,0
25,5,1,75,54,35,"2,3",141750,42.525,A,1,S2,0
25,50,5,78,61,27,3,128466,38.54,A,1,S3,1
25,38,3,70,67,42,"1,2,3",196980,59.094,A,1,S1,1
25,86,9,67,51,47,"1,2,3",160599,48.18,A,1,S1,1
25,134,15,64,63,59,"1,2,3",237888,71.366,C,3,S6,1
25,105,11,115,59,34,"2,3",230690,69.207,C,3,S6,0
25,103,11,115,59,34,"2,3",230690,69.207,C,3,S6,1
25,29,3,70,67,42,"1,2,3",196980,59.094,C,3,S6,1
25,35,3,70,67,42,"1,2,3",196980,59.094,C,3,S6,1
25,57,6,78,73,48,"1,2,3",273312,81.994,C,3,S6,1
25,114,13,117,54,48,"2,3",303264,90.979,C,3,S6,0
25,99,11,115,59,34,"2,3",230690,69.207,B,2,S5,1
25,2,1,75,54,35,"2,3",141750,42.525,C,3,S6,1
25,55,6,78,73,48,"1,2,3",273312,81.994,C,3,S6,0
25,80,9,67,51,47,"1,2,3",160599,48.18,A,1,S3,1
25,48,5,78,61,27,3,128466,38.54,A,1,S2,0
25,110,12,102,35,34,"2,3",121380,36.414,A,1,S2,1
25,65,7,109,87,32,3,303456,91.037,A,1,S3,1
25,100,11,115,59,34,"2,3",230690,69.207,A,1,S2,1
25,108,12,102,35,34,"2,3",121380,36.414,A,1,S2,1
25,11,1,75,54,35,"2,3",141750,42.525,A,1,S1,1
25,127,14,70,61,40,"1,2,3",170800,51.24,C,3,S6,1
25,49,5,78,61,27,3,128466,38.54,C,3,S6,1
25,83,9,67,51,47,"1,2,3",160599,48.18,C,3,S6,1
25,89,10,67,63,60,"1,2,3",253260,75.978,C,3,S6,1
25,15,1,75,54,35,"2,3",141750,42.525,B,2,S5,1
25,13,1,75,54,35,"2,3",141750,42.525,B,2,S4,1
25,95,11,115,59,34,"2,3",230690,69.207,B,2,S5,1
25,107,12,102,35,34,"2,3",121380,36.414,A,1,S2,1
25,42,4,78,71,44,"1,2,3",243672,73.102,A,1,S1,0
25,60,6,78,73,48,"1,2,3",273312,81.994,A,1,S2,1
25,124,14,70,61,40,"1,2,3",170800,51.24,A,1,S3,0
25,129,14,70,61,40,"1,2,3",170800,51.24,B,2,S4,1
25,97,11,115,59,34,"2,3",230690,69.207,A,1,S2,1
25,104,11,115,59,34,"2,3",230690,69.207,A,1,S2,1
25,67,7,109,87,32,3,303456,91.037,A,1,S1,1
25,20,2,107,60,49,"2,3",314580,94.374,B,2,S4,1
25,59,6,78,73,48,"1,2,3",273312,81.994,B,2,S5,1
25,12,1,75,54,35,"2,3",141750,42.525,C,3,S6,1
25,61,7,109,87,32,3,303456,91.037,B,2,S4,1
25,101,11,115,59,34,"2,3",230690,69.207,A,1,S2,1
25,31,3,70,67,42,"1,2,3",196980,59.094,A,1,S1,1
25,102,11,115,59,34,"2,3",230690,69.207,C,3,S6,1
25,54,6,78,73,48,"1,2,3",273312,81.994,B,2,S4,1
25,27,3,70,67,42,"1,2,3",196980,59.094,B,2,S5,1
25,52,6,78,73,48,"1,2,3",273312,81.994,B,2,S5,1
25,111,12,102,35,34,"2,3",121380,36.414,B,2,S5,1
25,131,14,70,61,40,"1,2,3",170800,51.24,B,2,S5,1
25,136,15,64,63,59,"1,2,3",237888,71.366,A,1,S3,1
25,37,3,70,67,42,"1,2,3",196980,59.094,C,3,S6,1
25,26,3,70,67,42,"1,2,3",196980,59.094,B,2,S5,1
25,78,9,67,51,47,"1,2,3",160599,48.18,B,2,S5,1
25,6,1,75,54,35,"2,3",141750,42.525,B,2,S5,1
25,22,2,107,60,49,"2,3",314580,94.374,C,3,S6,1
25,122,13,117,54,48,"2,3",303264,90.979,C,3,S6,1
25,47,5,78,61,27,3,128466,38.54,C,3,S6,1
25,64,7,109,87,32,3,303456,91.037,A,1,S3,0
25,106,11,115,59,34,"2,3",230690,69.207,A,1,S2,1
25,24,2,107,60,49,"2,3",314580,94.374,A,1,S1,1
25,23,2,107,60,49,"2,3",314580,94.374,A,1,S3,1
25,32,3,70,67,42,"1,2,3",196980,59.094,A,1,S3,1
25,25,3,70,67,42,"1,2,3",196980,59.094,C,3,S6,1
25,21,2,107,60,49,"2,3",314580,94.374,C,3,S6,1
25,96,11,115,59,34,"2,3",230690,69.207,C,3,S6,1
25,68,7,109,87,32,3,303456,91.037,C,3,S6,1
25,133,15,64,63,59,"1,2,3",237888,71.366,C,3,S6,1
25,10,1,75,54,35,"2,3",141750,42.525,A,1,S3,1
25,16,2,107,60,49,"2,3",314580,94.374,A,1,S3,1
25,82,9,67,51,47,"1,2,3",160599,48.18,A,1,S3,1
25,132,15,64,63,59,"1,2,3",237888,71.366,A,1,S2,1
25,7,1,75,54,35,"2,3",141750,42.525,C,3,S6,1
25,79,9,67,51,47,"1,2,3",160599,48.18,B,2,S5,1
25,1,1,75,54,35,"2,3",141750,42.525,B,2,S5,1
25,41,4,78,71,44,"1,2,3",243672,73.102,B,2,S5,1
25,76,8,91,87,25,3,197925,59.377,B,2,S4,1
25,70,7,109,87,32,3,303456,91.037,B,2,S5,1
25,116,13,117,54,48,"2,3",303264,90.979,B,2,S4,1
25,53,6,78,73,48,"1,2,3",273312,81.994,A,1,S2,0
25,66,7,109,87,32,3,303456,91.037,C,3,S6,1
25,109,12,102,35,34,"2,3",121380,36.414,B,2,S5,0
25,30,3,70,67,42,"1,2,3",196980,59.094,A,1,S2,1
25,43,4,78,71,44,"1,2,3",243672,73.102,B,2,S5,1
25,39,4,78,71,44,"1,2,3",243672,73.102,A,1,S1,1
25,87,9,67,51,47,"1,2,3",160599,48.18,A,1,S1,1
25,138,15,64,63,59,"1,2,3",237888,71.366,B,2,S4,1
25,135,15,64,63,59,"1,2,3",237888,71.366,B,2,S5,1
25,40,4,78,71,44,"1,2,3",243672,73.102,B,2,S4,1
25,125,14,70,61,40,"1,2,3",170800,51.24,A,1,S3,1
25,85,9,67,51,47,"1,2,3",160599,48.18,C,3,S6,1
25,28,3,70,67,42,"1,2,3",196980,59.094,C,3,S6,1
25,51,6,78,73,48,"1,2,3",273312,81.994,A,1,S1,1
25,18,2,107,60,49,"2,3",314580,94.374,A,1,S2,1
25,98,11,115,59,34,"2,3",230690,69.207,A,1,S1,1
25,117,13,117,54,48,"2,3",303264,90.979,C,3,S6,1
25,56,6,78,73,48,"1,2,3",273312,81.994,B,2,S5,0
25,63,7,109,87,32,3,303456,91.037,A,1,S3,1
25,77,9,67,51,47,"1,2,3",160599,48.18,B,2,S4,1
25,92,10,67,63,60,"1,2,3",253260,75.978,B,2,S5,1
25,4,1,75,54,35,"2,3",141750,42.525,B,2,S4,1
25,94,11,115,59,34,"2,3",230690,69.207,A,1,S3,1
25,33,3,70,67,42,"1,2,3",196980,59.094,C,3,S6,1
25,73,8,91,87,25,3,197925,59.377,C,3,S6,1
25,36,3,70,67,42,"1,2,3",196980,59.094,B,2,S4,0
25,93,10,67,63,60,"1,2,3",253260,75.978,B,2,S5,1
25,121,13,117,54,48,"2,3",303264,90.979,A,1,S2,0
25,46,5,78,61,27,3,128466,38.54,C,3,S6,1
25,88,9,67,51,47,"1,2,3",160599,48.18,C,3,S6,1
25,9,1,75,54,35,"2,3",141750,42.525,A,1,S3,1
25,19,2,107,60,49,"2,3",314580,94.374,A,1,S1,1
25,91,10,67,63,60,"1,2,3",253260,75.978,B,2,S5,1
25,130,14,70,61,40,"1,2,3",170800,51.24,B,2,S5,1
25,62,7,109,87,32,3,303456,91.037,B,2,S4,1
25,45,4,78,71,44,"1,2,3",243672,73.102,B,2,S4,1
25,115,13,117,54,48,"2,3",303264,90.979,B,2,S4,1
25,8,1,75,54,35,"2,3",141750,42.525,A,1,S1,1
25,84,9,67,51,47,"1,2,3",160599,48.18,A,1,S1,1
25,126,14,70,61,40,"1,2,3",170800,51.24,A,1,S1,1
25,137,15,64,63,59,"1,2,3",237888,71.366,A,1,S1,1
25,72,8,91,87,25,3,197925,59.377,A,1,S2,1
25,3,1,75,54,35,"2,3",141750,42.525,A,1,S1,1
25,44,4,78,71,44,"1,2,3",243672,73.102,A,1,S2,1
25,17,2,107,60,49,"2,3",314580,94.374,A,1,S2,1
25,112,12,102,35,34,"2,3",121380,36.414,A,1,S1,1
25,128,14,70,61,40,"1,2,3",170800,51.24,B,2,S4,1
25,113,12,102,35,34,"2,3",121380,36.414,B,2,S4,1
25,118,13,117,54,48,"2,3",303264,90.979,B,2,S5,1
25,14,1,75,54,35,"2,3",141750,42.525,B,2,S4,1
25,69,7,109,87,32,3,303456,91.037,B,2,S5,1
25,120,13,117,54,48,"2,3",303264,90.979,B,2,S5,1
25,58,6,78,73,48,"1,2,3",273312,81.994,B,2,S5,1
25,90,10,67,63,60,"1,2,3",253260,75.978,B,2,S5,1
26,153,14,98,48,44,"2,3",206976,62.093,A,1,S2,0
26,71,6,63,50,36,"1,2,3",113400,34.02,A,1,S3,1
26,12,1,86,71,41,"2,3",250346,75.104,A,1,S1,1
26,49,4,59,42,24,"2,3",59472,17.842,A,1,S2,1
26,105,10,71,34,32,"2,3",77248,23.174,A,1,S2,1
26,99,9,102,67,53,"1,2,3",362202,108.661,C,3,S6,1
26,125,12,50,46,42,"1,2,3",96600,28.98,C,3,S6,1
26,41,4,59,42,24,"2,3",59472,17.842,C,3,S6,0
26,18,2,75,58,58,"1,2,3",252300,75.69,B,2,S4,1
26,136,13,84,70,41,"2,3",241080,72.324,C,3,S6,1
26,132,13,84,70,41,"2,3",241080,72.324,B,2,S4,1
26,107,10,71,34,32,"2,3",77248,23.174,B,2,S4,1
26,101,10,71,34,32,"2,3",77248,23.174,B,2,S4,1
26,106,10,71,34,32,"2,3",77248,23.174,B,2,S5,1
26,7,1,86,71,41,"2,3",250346,75.104,A,1,S1,0
26,131,12,50,46,42,"1,2,3",96600,28.98,B,2,S5,1
26,119,11,88,75,53,"1,2,3",349800,104.94,B,2,S5,1
26,152,14,98,48,44,"2,3",206976,62.093,C,3,S6,1
